Text,Religious#Icon,Religious#Practices,Religious#Place,God,Religious#Group
আমি ভিডিও দেখলাম শেহজাদ ইচ্ছা করেই মারছে কেননা সাব্বিরের সাথে শেহজাদের আগেই তর্রাতর্কি হয়েছে শুধুমাত্র এই পেজে এসে বুঝলাম শেহজাদ নিষ্পাপ কিন্তু কেন তার আর বলতে পারছি না যারা ধর্মদণ্ড নিয়ে মালু মালাউন চাড়াল বলে গালি দিচ্ছেন তাদের ধর্ম নিয়ে আমার যতেষ্ট সন্দেহ আছে,2,2,2,2,3
এসব দেখার সময় নাই তারা এখন মালাউন বলা অপরাধি খোজায় বেসতো,2,2,2,2,3
মালাউন বাচছারা এই পৃথিবীতে আগে এসেছে তোদের ম বোনকে চুদিতে কারন হিনধুর চোদার কারনে এশিয়া তে তোরা বেশি,2,2,2,2,3
একটি বিখ্যাত আবিষ্কারক মুসলমানের নাম কেউ শুনেছে কখনো ধর্ম ইসলাম,2,2,2,2,3
এই রেন্ডিয়ান ভিখারি তো গরুর সন্তান তোদের মালাউনদের মত কোন পশুর গো মূত্র কেউ খায় না মালাউন রেন্ডিয়ান ভিখারি,2,2,2,2,3
আরে দূর হো চুত্মারানির পূত মালাউনের দুর্গন্ধময় অপবিত্র বীর্যের জারজ সন্তান,2,2,2,2,3
কার্তিক কে দেখতে পেয়ে মা দূর্গা দৌড়ে কাছে গিয়ে বললো ও আমার বির কার্তিক দয়া করে তুমি আমার গুদ টি ফাটিয়ে দিয়ে যাও,2,2,2,2,3
পাকিস্তানের বাল ও ছিরতে পারবনা মালাউনরা,2,2,2,2,3
জনে চার পাঁচ টি বিয়া কইরা সুকরের বাচ্চা পায়দা করার সময় মনে থাকে না শালার জাত পরে ভিক্ষার ঝুলি নিয়ে হিন্দুস্তানে,2,2,2,2,3
হিন্দু ধর্মই একমাত্র চোদাচুদির ধর্ম,2,2,2,2,3
মালাউন মাদার চোদ পাকিস্তান জিন্দাবাদ,2,2,2,2,3
আমাদের দেশে কিছু রেন্ডিয়ান বেজন্মা আছে যাদের জন্ম মালাউন গরুর মুত খোর নরেনদ্র মোদির কনডম দুর্ঘটনার মাধ্যমে এদের রেন্ডিয়ার জন্য দরদ উথলে পরে,2,2,2,2,3
মালাউন সহ সব উপজাতির উপর হামলা চালান হোক তাহলে রোহিঙ্গা মুসলিমদের ব্যাথা তারা বুজবে,2,2,2,2,3
আল্লাহ এই হুজুরকে হেদায়েত দেন ছাগল হুজুর,2,2,2,2,3
দেশের জন্য আপনার কতটুকু ত্যাগ আছে আপনার ভাষায় গোটা পাঁচেক মালাউনের নাম প্রকাশ করলাম তাঁরা হলেন চিত্ত রঞ্জন দত্ত সিআর দত্ত বীর উত্তম নিল মনি সরকার বীর বিক্রম জগত জ্যোতি দাস বীর বিক্রম অলীক কুমার গুপ্ত বীর প্রতীক দেবদাস বিশ্বাস খোকন বীর বিক্রম পারলে খেতাব ছাড়া স্বসস্ত্র হিন্দু যোদ্ধা এবং শহীদ হিন্দুদের হিসাব জেনে নিয়েন,2,2,2,2,3
নাস্তিকের গুষ্টি জাহান্নামের দরজা দিয়ে তোমরা প্রবেশ করবা,2,2,2,2,3
এই জারজের বাচ্চা পত্রিকা সময়ের কন্ঠষ্যর যখন ভারত থেকে একটা বন্য হাতি আসলো তখন ঐটা কে নিয়ে কত মাতামাতি আর এখন কিছু অসহায় মানুষদের বেলায় বোলছে এরা অবৈধ অনুপ্রবেশকারী শালা মালাউনের বাচ্চা,2,2,2,2,3
এখন ভাগ কলকাতার রাস্তার কুত্তারা শালা মালাউন ইন্ডিয়ার বাচ্চাদের মুখে এই একটা বুলি ছাড়া আর কোনো কথা নাই শালা তোরা এই সাহায্য করছিলি তোদের নিজেদের সারথে কারণ তোদের দুইদিকে ছিল পাকিস্তান আর তোরা না সাহায্য করলেও আমরা সাধীন হতাম হয়ত একটু সময় লাগত কিন্তু এর বিনিময়ে তোরা এইদেশ থেকে যে পরিমাণ সম্পদ নিছস তা দিয়ে তোদের ঋণ শোধ হয়ে আরও বেশি হয়ে গেছে তারপর ও তোদের মুখে এই এক বুলি মানায় না বরং সেই এর দিকে তাকা তোদের সাধীনতার জন্য নিঃসার্থ ভাবে কাজ করছে এদেশের এ কে ফজলুল হক সূর্যস,2,2,2,2,3
আমার ধনেরা সার্বজনীন চোদাও,2,2,2,2,3
মালাউনকা বাচ্চা কবি নিহি হোগা আচ্ছা তুই নিজের বর্ডারে প্রতিদিন হত্যা করতেছিস নিরহ বাংলাদেশিদের আর তুইকিনা বলিশ বাংলাদেশ মিয়ানমারের বর্ডারে শান্তি চাওয়ার মানি হয়না আগে ভারত বাংলাদেশ বর্ডারের শান্তি ফিয়ে দে,2,2,2,2,3
তুর মতো নাস্তিকরা সত্য আর মিথ্যার পার্থক্য কি বুঝবি,2,2,2,2,3
পবিত্র কাবা ঘরেকে নিয়ে যেই মালাউনের বাচ্চায় বেঙ্গো করলো ওর বিচার জন্য কি করল আমাদের সরকার,2,2,2,2,3
মুসলমানরা গুজবে বিশ্বাস করে বাস্তবে নয় মানে মাথায় ব্রেন নামক পদার্থটার অভাব,2,2,2,2,3
জদ্দা খোর সাইফল্লাহ কিসের আলেম,2,2,2,2,3
জুতা মারুন এই মালাউনের বাচ্চাকে,2,2,2,2,3
বাংলাদেশের হিন্দুরা এখনো বেহেশতে আছে তুই কি জানিস,2,2,2,2,3
নাস্তিক ওরা হলো দুনিয়ার ময়লা আবর্জনা আর নর্দমার কীট ভন্ড এক নাম্বার মিথ্যাবাদী,2,2,2,2,3
বিশ্রী সাম্প্রদায়িক জঙ্গি মানসিকতা এই মুসলমানদের,2,2,2,2,3
তোরা তো সব কয়টা হিজরা তোদের হুরের কথা শুনলেও তো ভয় করে,2,2,2,2,3
হিন্দুর বাচ্চারা আসলে একেকটা খবিস,2,2,2,2,3
মুসলিম রা মালাউন না মালাউন তরা,2,2,2,2,3
গল্পের রাম-কৃষ্ণের সাথে কি বাস্তবের নরপিশাচ মুহম্মদের তুলনা হয়,2,2,2,2,3
মালাউনকা বাচ্চা কবি নেহি আচ্চা ছাল নাই কুত্তার বাঘা নাম নিজ দেশের শাট কোটি মানুষ খোলা আকাশের নিচে মল ত্যাগ করে তারা যাবে চিনের সঙ্গে টেক্কা দিতে যত সব পাগল ছাগল যেখানে চিনের রিজার্ভ হচ্ছে কয়েক ট্রিলিয়ন সেখানে মাত্র ভারতের রিজার্ভ হচ্ছে আড়াইশত বিলিয়ন চিন অলরেডি ঘোষনা দিয়েছে তারা বাংলাদেশে চব্বিশ বিলিয়ন ডলার বিনিয়োগ করবে আর ভারত মাত্র দুই বিলিয়ন ডলার ঋণ দিয়ে কি ভাবে কি ভাবে চিনের সমকক্ষ হতে হতে চায়,2,2,2,2,3
এ হলো ফররাই মাদার ছোদ যতো অপরাধ করে মালাউনেরা নাম পড়ে পাকি আর বাংলাদেশের,2,2,2,2,3
খুব তাড়াতাড়ি মুসলিম ধংশো হবেই,2,2,2,2,3
মুসলমান মানেই জিহাদী জঙ্গিবাদ,2,2,2,2,3
বাংলাদেশের মিডিয়া ভারতের হিন্দুদের দালাল,2,2,2,2,3
হজম সক্তি নাই বেটা মালাউন আপনার মত অনেক মারখেয়ে মরতছে বাগ্গিস দুদুক নিরাপ্তা দিছে,2,2,2,2,3
রেডি হও মালাউন টা ভারতের ইদুরের মত বিয়েছেপ মরবে,2,2,2,2,3
মালাউন কে তো মালউন বলবে তাই নয় কি ইন্ডিয়ায় মুসলিম ছাত্রদের পুলিশ গুলি করে মেরে ফেলছে আর এখানে তারা আরামে ঘুমাচ্ছে,2,2,2,2,3
ঐ শালা মালাউন তোদের বাপ ইউরোপ আমেরিকাতে ঈদের কোন ছুটি নাই আর সৌদিআরব কিছু করলেই চুলকানি উঠে,2,2,2,2,3
মালাউনের দেশ হয়ে গেছে যেখানে সেখানে রাজনীতি আই কিক টিম মেনজমেন্ট,2,2,2,2,3
ফেরাউন আর মালাউনের মধ্যে একটা মিল আছে তারা বুঝবে তখন যখন মালাউনদের অবস্থা হবে ফেরাউনের মতো,2,2,2,2,3
মালাউন এর বাচ্চা তুই কি জানোছ তুই বাংলা ছাইরা তোর মুদি বাবার কাছে যা মাদারচুদ কনে কার,2,2,2,2,3
বাংলাদেশের মিডিয়া এখন মালাউন দেশের খবর প্রচার করেনা কেন,2,2,2,2,3
যে মালাউনের কারণে এই ঘটনা তার খবর কি তার তাদের শাস্তি হবে তো,2,2,2,2,3
ভারত দশ কুটি কিনলে লাভ মালাউন কোন কাজে আসবেনা বড় বাপ পাক আর চীন,2,2,2,2,3
আচ্ছা এই 72 হুরেরা কি বেশ্যাবৃত্তি করে,2,2,2,2,3
আসলো একটা খানকি মুসলমান মারো বাম্ সেখাবো কোন দূঃখ নাই ওর দুঃখো ভারতো মালাউন মরলো,2,2,2,2,3
বড় বাল ফালাইছে কেন কিনলেবা কি মালাউন এর বাচ্চারা,2,2,2,2,3
তোমাদের ধরমে শুধু লুচ্চামি আর লুচ্চামি তোমাদের দেবীরা বিয়ের আগে সন্তানের মা হয় ছি,2,2,2,2,3
খানকি মাগি আমাদের ইসলাম ধর্ম নিয়া কোন কথা বলবি না,2,2,2,2,3
ইহুদীরা মানুষ খারাপ,2,2,2,2,3
আগামী ২৫ বৈশাখ থেকে হজরত রবীন্দ্রনাথ ঠাকুর (সালাল্লাহু - লাড়ালাপ্পা) র নামেও ওরশ পালন করিস,2,2,2,2,3
তুই প্রতিবাদ করতে দেখবী না হারামি কারণ তুই হলি মালাউনের বাচ্চা মায়ানমারের রোহিঙ্গানের জন্য আমাদের বিশ্ববিদ্যালয়ের ছাত্ররা আন্দোলন করতাছি আর তুই মালাউনের বাচ্চারা ফেইসবুকে আইসা প্রতিবাদ মারাস তোর মতো কিছু হারামি আছে যারা সারাদিন টয়লেটে বইসা হিন্দু মুসলিম বিভেদ লাগাস রোহিঙ্গাদের জন্য মিথ্যা মায়াকান্না কাদস হারামির বাচ্চা,2,2,2,2,3
তেতুল হুজুর বৌয়ের যোনি চুসে বুঝলো যে টক,2,2,2,2,3
একেই বলে মালাউন মারকা কথা বার্তা,2,2,2,2,3
বাঙালি হিন্দুরাই ভীতু চোদা তাই নুনু কাঁটা পিসলামিক শুয়োরগুলো ওদের অত্যাচার করে,2,2,2,2,3
হয়ত মন্ত্রি মহুদয় এই সব কারনেই মালাউনের বাচ্চা বলেছে,2,2,2,2,3
আগে নাম বদলায়া একটা নাস্তিক নাম রাখ তোর বাবা মার কপাল খারাপ তোর মতন শুয়োরের জন্ম দিসে,2,2,2,2,3
তুরা নাস্তিকরা ফেরাউনের অনুসারি এবং ফেরাউনের সাথে জাহান্নামের আগুনে চুড়ে ফেলা হবে হবে তোদের,2,2,2,2,3
মালাউনদের নয়াদিগন্তের পেজে ঢোকা নিষেধ,2,2,2,2,3
খানকির পোলা চারালের বাচ্চারা নিজেগো চোদাইন্না ধর্ম রে আগে চিন ঠিক মত,2,2,2,2,3
নিচে জারজ রেন্ডিয়ার মালাউনদের কমেন্ট দেখে খুব হাসি পাচ্ছে কিছু না পাইরা সাংবাদিকদের বকছে ঐ মাদারচোদ মালাউনের বাচ্চারা সাংবাদিক দের কাজ নিউজ করা মালুদের শরীর জলে কে,2,2,2,2,3
পাকিস্তানিরা একটি কথা বলেছিল মালাউন কা বাচ্চা কাভি নেহি আচ্ছা যো ভি আচ্ছা ও শুয়োর কা বাচ্চা,2,2,2,2,3
আরে শূয়োর তোর নামের শেষে রহমান তা তুই বদলাস না কেন ইসলাম নিয়া এত চুলকায় আর ইসলামী নাম রাখার কারনে তোর চুলাকায় না,2,2,2,2,3
এইসব কাটমোললারে জুতা মারলেও লজ্জা হবেনা,2,2,2,2,3
এই সালার বোলিং এ্যাকশন অবৈধ ওকে নিষিদ্ধ করা উচিতমালাউন রেন্ডিয়ার খেলোয়ার না হলে অনেক আগে তারে আই সি সি নিষিদ্ধ করত,2,2,2,2,3
কাংলাদেশের মুসলিম দম আছে তো ভারতে করে দেখা তোদের গাড় ফাটিয়ে দেব,2,2,2,2,3
সালা মালাউনের বাচ্চা তর্ক না করে যা লতা পাতা দিয়ে ঘের দিয়ে টয়লেট বানা তোরাতো বেশিরভাগ মানুষ টয়লেটের অভাবে খোলা জায়গায় পায়খানা করোছ,2,2,2,2,3
মৃত্যু পর্যন্ত অপেক্ষা কর তখন বুঝতে পারবি আস্তিক নাকি নাস্তিক,2,2,2,2,3
হিন্দুকে কুতার মুতুন চুদছি,2,2,2,2,3
বকলম মুসলমানদের যতই বলা হয় আমি নাস্তিক এরা তত বেশি করে দুর্গা-কালিকে গালি দিবে,2,2,2,2,3
তোর প্রোফাইল পিকের ছবি প্রমান করে তুই একটা কুত্তার ঘরে জন্ম নিয়েছিস এই জন্যই এই রকম জানোয়ারের মতো চেহারা তোর শালা মালাউনের বাচ্চা মালাউন হিন্দু বেজন্মা,2,2,2,2,3
চালু হয়ে যাক মালাউনের উপর মাইর,2,2,2,2,3
রেন্ডিয়ার মালাউনদের বেশী করে হত্যা করা উচিত,2,2,2,2,3
মুসলমান দেশের মধ্যে ইরানে একমাএ সাহসী দেশ বাকীরা সবাই আবাল আর বাংলাদেশটো গাধার দল ভারতের মালাউনের কাছে বাস খায়,2,2,2,2,3
মালাউন পেচবুকে ই কথা বলিতে পারে আমাদের সামনে হিজরার মত থাকে এই রকম দুই একটা মালাউনের কারনে অন্য মালাউনে মারখায় বাড়ি ঘর হারায় মালাউন হুসিয়ার তোর কােনে তোর জাত বাইরা মরিবে মোসলমানদের বুকে নিচে থাকি মোসল মানদের গালি দেস বাইনচোদ এর পরিনাম কি হয় দখসনা তুই ঠিক হয়েযায় বাচিতে পারিবি,2,2,2,2,3
সালা কুত্তার বাচ্চাটাকে কি বলব আসলে মনে হয় এর জম্ন পরিচয় ভূল আছে তা না হলে এসব আবুল তাবুল কথা বলত না দেশে প্রতিদিন খুন আর খুন সারা দেশে রক্ত সুধু রক্ত তাদের সোনার ছেলেরা মালাউনের বাচ্চারা আর পুলিশ লীগ মিলে দেশে প্রতিদিন রক্তের বন্যা বয়ে দিচ্চে সে আবার নতুন করে রক্তের কথা বলতেছে আমি বুজতে পারছিনা আমার মনে হয় তারে জুতা আর ঝাড়ু ধোলাই দিলে ঠিক হয়ে যেত,2,2,2,2,3
এ মালাউনের মুখে জুতা মারেন সবাই,2,2,2,2,3
আল্লাহ ম্যাজিক এর মতো কাজ করে না আল্লাহ ভুয়া,2,2,2,2,3
মুসলিম ভাইরা চালিয়ে যান দিনতো এখন আপনাদের মালাউন বলে গালি দিবেন মুর্তি ভাঙবেন মন্দির ভাংবেন হিন্দুদের বারিতে আগুন দিবেন লুট করবেন সারিরিক ভাবে নির্জাতন করবেন আর কি বাকি আছে সেটা থাকলে করে ফেলেন কারন দেশটা আপনাদের একজন মন্ত্রী হয়ে পুরা জাতিকে মালাউন বলে গালি দিতে পারে আর দিনের মতো উজ্জ্বল সত্তটাকে মিত্থে বলতে পারে তখন এটাই প্রমান করে আমাদের সরকার আপনাদের সাথেই আছে সাথে আছে আমাদের মাননিয় প্রধান মন্ত্রীও,2,2,2,2,3
শুয়োরের বাচ্চা মুসলিমরা,2,2,2,2,3
কাঠমোল্লা জাকের নাইকের জুতার সমান মুল্য তোর নাই,2,2,2,2,3
গরুর মুতের পুজারি উলংগ নারীদের মূর্তির পূজারি,2,2,2,2,3
ইহুদিরা অনেক ভয়ংকর,2,2,2,2,3
নবি মাগি চুদার জম,2,2,2,2,3
মালাউন কা বাচ্চা কোয়ি নেহী আচ্চা যো ভী আচ্চা ও ভী শুয়ারের বাচ্চা,2,2,2,2,3
মুহম্মদ যখন বাচ্চা মেয়ে আয়েশাকে বিছানায় নিয়ে যায় (এটাকে আমি বিয়ে বলবো না) সেটা লুচ্চামি সেটা শিশুকামিতা সেটা ধর্ষণ,2,2,2,2,3
এই শালা মালাউনের বাচচ্চাবলে কি রে,2,2,2,2,3
সালা মালাউনের বাচ্চা রেন্ডিয়ার বাচ্চা কাদের ধর্ম এর সবাই যানে তোগো ধর্ম নেতা কৃষ্ন ঐ মাগির পোলায় তো জাতীয় চুচ্চা আবার তোরা করস যৌন পূজা তোগ ধর্ম নেতারা বলে নারী হচ্ছে ভোগের বস্তু তার মানে তোর মা বোনদের জায়গা ফাক সালা মালাউনের বাচ্চা,2,2,2,2,3
মালাউনেরা তো চোর একাতুরের পর বাংলাদেশর সব মুলবান সম্পদ চুরি করেছে রাতারাতি,2,2,2,2,3
মালাউনের গেষ্ঠি না খেললে ওদের ক্রিকেটের সর্বোচ্চ সংস্থা থেকে বহিষ্কার করা হউক,2,2,2,2,3
তোর বাড়িতে অপরিচিত মুসলিম ঢুকে পড়লে তুই কি করবি মোদী শেটাই করচ্ছে,2,2,2,2,3
তুই যদি কোনো মায়েরর গর্ভে জন্ম হইতে তাহলে এসব কথাবলতি না আসলে তুই একটা নষ্টা আর যারা নষ্টটা তাদের কে নষ্টরা চোদে আমাদের মত মানুষ না আর তরে কি চোদবো তুই তো হিজরা সালা মালাউন তর মারে চোদবো তর বোনরে চোদবো তরে ফুটকি মারবো মাগির ফুত গণেশ মালাউনের বাচ্চা,2,2,2,2,3
সারা পৃথিবী জুরে একটাই মালাউন দেশ ইন্ডিয়া যা গরুর মুত খায় আরে গরুর ঘরেত গরুচোরই জন্মায় না আরে শেরকা বাচ্চা হে পাকিস্তান ঔদের সাতে লাগতে গেলি এখন তো গরুর মুত কুকুরের মুত বিড়ালের মুত শুকরের মুত সব খেতে হবে তদের ডান্ডির বাচ্চারা বাঘের সাতে লাগতে যাও শিয়ালের বাচ্চা হইয়া মালাউনরা,2,2,2,2,3
মালাউনদের নাকে মুকে মাথায় পাছায় বুকে পিঠে সব জায়গায় গুলি কর,2,2,2,2,3
যতোদিন ভারতের চরিত্র না বদলাবে ততোদিন এদেশের মানুষ তাদের ঘৃনা করে যাবে মালাউনরা উপরে বন্ধুত্বের কথা বলে অথচ সুযোগ পেলেই বাংলাদেশর ক্ষতি করে পাকিস্তান আমাদের ক্ষতি করেছিল তারা আমাদের দেশের সম্পদ পশ্চিম পাকিস্তানে নিয়ে গেছিল আর ভারত আমাদের একটার পর একটা ক্ষতি করেই চলছে ওরা মুক্তি যুদ্ধের পর পাকিস্তানের ফেলে যাওয়া সকল সমরাস্ত্র নিয়ে গেছিল তিন বিঘা করিডোরে তারা অমানবিক ভাবে রাতে বন্ধ রাখার জন্য চিকিৎসার অভাবে আমার দেশের অসংখ নাগরিক প্রান হারিয়েছে ফারাক্কা দিয়ে আামার পদ্মা মরুভুমি বানিয়েছে ওরা তিস্,2,2,2,2,3
তোরা ত সব জানতা অতই জানতা ত হিন্দু দের কেন তারাছিস সালা মোল্লা,2,2,2,2,3
হযরত বৌদ্ধ শালা ছাগল,2,2,2,2,3
সানি তুমিতো বললে কোন ধর্ম বিরুধী না তাহলে দেখতে পাচ্ছি কুখ্যাত একটা ইসলাম বিরুধী,2,2,2,2,3
এরা মুসলিম স্টেট এ শুয়োরের মতো মুসলিম শোরের বাছা জম্ম দেবে আর অন্য জাগায় কাফের হত্যায় পাঠাবে,2,2,2,2,3
মালাউন কা বাচচা ঐ টা হািসনার বাংলা নয় পািকস্তান আর ঐটা পদ্মা নদী নয় পািকসতান আম েল ফারাক্কা চালু কর েত পার িছল তোর গো মাতারা,2,2,2,2,3
ইন্ডিয়ার হিন্দুরা শুন মুসলিমদের সাথে ভাল ব্যাবহার কর নাইলে কপালে দুঃখ আছে,2,2,2,2,3
কুত্তার বাচ্চা তোদেরকে এই জন্যই মালাউন বলে,2,2,2,2,3
মালাউনদের এই অধপতনে আমরা খুশি,2,2,2,2,3
কুত্তার বাচ্চা বাংলাদেশ সাম্প্রদায়িক দেশ সামনে আয় তোর সাম্প্রদায়িকতা তোর মায়ের,2,2,2,2,3
খেজুরে অনেক সেক্স তাই আরবিরা খেজুর খায়ে একের অধিক বিয়ে করে,2,2,2,2,3
ভারতীয় মাদার চুদ গোরে খালি পুটকি মারার দরকার এদেরকে আবার কিসের সাহায্য করছে সরকার সরকার কিছু খাইছে নাকি মালাউনরা দুনিয়ার সবচেয়ে নিকূষ্ট জাতি,2,2,2,2,3
মালাউনরা নগ্নতা ছাড়া আর কী বুঝে,2,2,2,2,3
মুহম্মদের আমলেও বাল্যবিবাহ প্রচলিত ছিল কিন্তু ৫৩ বছরের বুড়ার সাথে ৬ বছরের বাচ্চার বিয়ে কেউই ভাল চোখে দেখত না,2,2,2,2,3
খানকির পোলা তুই একটা শুওরের বাচ্চা আর তোর সাথে সব মালাউনের বাচ্চারা বাহাবা দেয়,2,2,2,2,3
এক নাস্তিকের সাথে আলাপ হচ্ছিল তিনিও এই মাথামোটা এই মোফাচ্ছিলের মত,2,2,2,2,3
দুর সালা মালায়ুন পাগল,2,2,2,2,3
এই মুসলিম দের আতি তারাতারি ভারত থেকে তারাতে হবে,2,2,2,2,3
ভালো আছি ভালো থাকবো মালাউনের জন্য টিকিট কাটবো মর মালাউনের বাচ্চা এবার তোদের পাছায় আগুন দে,2,2,2,2,3
মালাউন কাভি নেহি চাচ্চা,2,2,2,2,3
ভারত যখন বাংলাদেশের কাছে খেলায় পরাজিত হয় বাংলাদেশের কোটি মানুষের মুখে হাঁসি ফুটে আনোন্দ পায় খুশি হয় আর পাকিস্তান যদি ভারতকে ধ্বংস করে দেয় ঠিক তেমন খুশি হবে পুরা বাংলাদেশের জনগন পাকিস্তান এগিয় যাও ভরত মালাউনদের ধ্বংস করে দাও,2,2,2,2,3
সানিউর কুত্তার বাচ্চা তুর বোনেরে চুদমু তুর কান্দে ফালাইয়া তুর মাইরে চুদমো তুর বাবার কান্দে ফালাইয়া বান্দির বাচ্চা রেন্ডির সন্তান,2,2,2,2,3
মালাউন হিজলা দের মারা উচিৎ,2,2,2,2,3
এদের কাজ কাম বকাটের মতো মালাউনদের ঠাই নাই এ দুআারে এরা গলেপচে জাবে চিতার আগুনে তবুও বুজবে না নিজের ভালো কিসে,2,2,2,2,3
সব ইহুদীকে মেরেফেলা উচিৎ ছিল,2,2,2,2,3
টেন্ডু গাঙ্গু ধনি কলি রহিত পুরো ভারোত এসে পর তোদের সাথে খেলা হবে দেখি তোরা কতো করতে পারিস পরে দেখা জাবে শালা মালাউনের বাচ্চা মালাউন,2,2,2,2,3
পাগলে কি না কয় ছাগলে কি না খায় সালা মালাউনের বাচ্চা,2,2,2,2,3
এই জন্যই তোরা মালাউন জাতি পরের ভালো সহ্য হয়না তোদের,2,2,2,2,3
মুসলিম শুধু গালি দিতে পারে মারামারি কাটাকাটি করে,2,2,2,2,3
মালাউনের বাচ্চাদের না দেওয়াই ভাল,2,2,2,2,3
ইন্ডিয়ান হিন্দুগুলা আস্ত বেয়াদব উগ্র,2,2,2,2,3
ওরা মালাউনদের খুদকুড়ো খাওয়া মুক্ত মনা,2,2,2,2,3
ভারতের পাডা আর দামড়া ভিখারির বাচ্চারা এখানে ভিক্ষা চাইতে আসছে এই ভিখারিরা ভিক্ষা না পাইলে এখানে এরকম বলদের মত লাফালাফি করবে ভারতের এই ভিখারিগুলোকে দুই টাকা ভিক্ষা দেওয়া হোক গো মূত্র খাওয়া মালাউন বস্তির দেশে কিছু পায় না তাই আমাদের কাছে হাত পেতে টাকা নিতে আসছে রেন্ডিয়ার ভিখারিরা,2,2,2,2,3
তোর মাইয়ারে নিয়া আমি খেলমু এই পিচে আয় সালা মালাউন,2,2,2,2,3
মাদারচোদ হিন্দুরা ভয়ে ইন্ডিয়া তে পালিয়ে না এসে উচিৎ মুসলিমদের কচুকাটা করে দুনিয়া থেকে নির্মূল করে দেওয়া,2,2,2,2,3
বোকা ছেলে ভুল ভাল বচন দিস শিবই শ্রেষ্ঠ জানিস না,2,2,2,2,3
এই ইউসুফ মুল্লাটা ও ছাগল সবকিছুই কুরান থেকে আবিষ্কার,2,2,2,2,3
সালা তুই মালাউন তোদের হাতথেকে বাংলাকে পুনরুদ্ধার নাকরা পর্যন্ত তোদের বাড়াবাড়ি কমবেও না হিন্দু নির্যাতনও বন্ধ হবেনা,2,2,2,2,3
তোর মারে চুদে আকাশে তুলবো তোর বোনকে চুদে তোর বোনের ভোদার হাডডি ভাংমো তোর পিসিকে চুধে পানিতে নামাবো তোর মাসিকে চুদে গাছে তোলবো তোর গোষটিকে চুদে ভাজ লাগামো আমারে চিনিস আমি মালাউনদের চোদার মাষটার,2,2,2,2,3
মুহাম্মদ চুদাইলে তুমার কি তুমাকে ত চুদাই নাই তুমি অনলাইনে এত বগ বগ কর কেন,2,2,2,2,3
তোরা নিজেদের চরকায় তেল দে তোর মতো ছুচো বা চিকা একটা মলের কিট শান্তির( ইসলামের) কথা না বললেও চলবে,2,2,2,2,3
মালাউন দের কাজ দেখ,2,2,2,2,3
হিন্দু-বৌদ্ধ-খ্রিস্টানদের মধ্যে সমস্যা নেই অথচ দেখতে পাওয়া যাচ্ছে মুসলিমরাই কেবল সমস্যা সৃষ্টি করে চলেছে,2,2,2,2,3
ওই শালার পোলা মিথ্যে বলিস কেন বুদ্ধ ধর্মের উৎপত্তি কথ সালে আর ইসলাম ধর্মের উৎপত্তি কথ সালে না জেনে শুনে কথা বলিস কেন,2,2,2,2,3
তুই একটা সুবিধাবাদি তুই হিন্দু ও না আবার মুসলিম ও না তুই একটা নাস্তিক,2,2,2,2,3
সালা মালাউনের বাচ্চা বেশি কথা বলবি তর মা বোন কে চুদে খাল বানাব খানকির বাচ্চা,2,2,2,2,3
কাদা ছড়া ছুড়ি শুরু রাজনৈতিক ভাবে কে কতটা লাভবান হতে পারে তার প্রতিযোগীতা শুরু ফলাফল মালাউন খেয়ে গেলো জংগিবাদি মৌলবাদির জয় হলো,2,2,2,2,3
এদেশ আওয়ামী মালাউনদের দখলে এদেশ পরাধীন হতে আর বেশি দেরি নাই যারা এখনো বুঝ নাই তারাও বুঝবে খুব তারা তারি মুসলমান হইয়া মালাউন নির্বাচন কর মালাউনে পক্ষে জীবন উৎসর্গ কর আওয়ামীলীগ তোমগরে গোলাম বানাইয়া ছাড়বে দেখে নিও বলে গেলাম,2,2,2,2,3
ইংল্যান্ডের দেওয়া বাঁশটা হোগা থেকে আগে বের কর নাহলে বেঘোরে নির্ঘাৎ মারা পড়বি হালার পো হালা মালাউনের জাত,2,2,2,2,3
নডির পুতেরা সব যায়গায় ভেজাল লাগিয়ে রাখে আর খানকির পোলারা তেল মাজার কথা বলে মালাউন এর গুষ্টি মারি,2,2,2,2,3
যখন বাবরি মসজিদ ভাঙ্গা হলো সেই ওপারের সাম্প্রদায়িকতার ঢেউ এপার বাংলার অাকাশে বাতাসেও যেন বইছিলো মোদ্দাকথা অামাক সিকুয়েশন করতে হবে ওপারের ভাইদের উপর অাক্রমণ হইবো অার অামরা বসে বসে থাকুম নাকি এপারের মালাউনদের উপর তাই হামলা করে তখন বাবরি মসজিদ ভাঙ্গার প্রতিশোধ নেওয়া হলো পৃথিবীর মধ্যে অামাগো শান্তিপ্রিয় ভাইয়েরাই বুঝি এমন এক জাত যারা পজেটিভ দিকের সিকুয়েশন করতে পারুক বা না পারুক এসব নেগেটিভ দিক যেটা দেশের ভাবমূর্তি নষ্ট করে যা থেকে অামাদের ভাল কিছুই শেখার নেই এরা সেটার সিকুয়েশন করে এক অাখলা,2,2,2,2,3
