Text,Religious#Icon,Religious#Practice,Religious#Place,God,Religious#Community
বাংলাদেশের মিডিয়া এখন মালাউন দেশের খবর প্রচার করেনা কেন,2,2,2,2,3
যে মালাউনের কারণে এই ঘটনা তার খবর কি তার তাদের শাস্তি হবে তো,2,2,2,2,3
ভারত দশ কুটি কিনলে লাভ মালাউন কোন কাজে আসবেনা বড় বাপ পাক আর চীন,2,2,2,2,3
আচ্ছা এই 72 হুরেরা কি বেশ্যাবৃত্তি করে,2,2,2,2,3
আসলো একটা খানকি মুসলমান মারো বাম্ সেখাবো কোন দূঃখ নাই ওর দুঃখো ভারতো মালাউন মরলো,2,2,2,2,3
বড় বাল ফালাইছে কেন কিনলেবা কি মালাউন এর বাচ্চারা,2,2,2,2,3
তোমাদের ধরমে শুধু লুচ্চামি আর লুচ্চামি তোমাদের দেবীরা বিয়ের আগে সন্তানের মা হয় ছি,2,2,2,2,3
খানকি মাগি আমাদের ইসলাম ধর্ম নিয়া কোন কথা বলবি না,2,2,2,2,3
ইহুদীরা মানুষ খারাপ,2,2,2,2,3
আগামী ২৫ বৈশাখ থেকে হজরত রবীন্দ্রনাথ ঠাকুর (সালাল্লাহু - লাড়ালাপ্পা) র নামেও ওরশ পালন করিস,2,2,2,2,3
তুই প্রতিবাদ করতে দেখবী না হারামি কারণ তুই হলি মালাউনের বাচ্চা মায়ানমারের রোহিঙ্গানের জন্য আমাদের বিশ্ববিদ্যালয়ের ছাত্ররা আন্দোলন করতাছি আর তুই মালাউনের বাচ্চারা ফেইসবুকে আইসা প্রতিবাদ মারাস তোর মতো কিছু হারামি আছে যারা সারাদিন টয়লেটে বইসা হিন্দু মুসলিম বিভেদ লাগাস রোহিঙ্গাদের জন্য মিথ্যা মায়াকান্না কাদস হারামির বাচ্চা,2,2,2,2,3
তেতুল হুজুর বৌয়ের যোনি চুসে বুঝলো যে টক,2,2,2,2,3
একেই বলে মালাউন মারকা কথা বার্তা,2,2,2,2,3
বাঙালি হিন্দুরাই ভীতু চোদা তাই নুনু কাঁটা পিসলামিক শুয়োরগুলো ওদের অত্যাচার করে,2,2,2,2,3
হয়ত মন্ত্রি মহুদয় এই সব কারনেই মালাউনের বাচ্চা বলেছে,2,2,2,2,3
আগে নাম বদলায়া একটা নাস্তিক নাম রাখ তোর বাবা মার কপাল খারাপ তোর মতন শুয়োরের জন্ম দিসে,2,2,2,2,3
তুরা নাস্তিকরা ফেরাউনের অনুসারি এবং ফেরাউনের সাথে জাহান্নামের আগুনে চুড়ে ফেলা হবে হবে তোদের,2,2,2,2,3
মালাউনদের নয়াদিগন্তের পেজে ঢোকা নিষেধ,2,2,2,2,3
খানকির পোলা চারালের বাচ্চারা নিজেগো চোদাইন্না ধর্ম রে আগে চিন ঠিক মত,2,2,2,2,3
নিচে জারজ রেন্ডিয়ার মালাউনদের কমেন্ট দেখে খুব হাসি পাচ্ছে কিছু না পাইরা সাংবাদিকদের বকছে ঐ মাদারচোদ মালাউনের বাচ্চারা সাংবাদিক দের কাজ নিউজ করা মালুদের শরীর জলে কে,2,2,2,2,3
পাকিস্তানিরা একটি কথা বলেছিল মালাউন কা বাচ্চা কাভি নেহি আচ্ছা যো ভি আচ্ছা ও শুয়োর কা বাচ্চা,2,2,2,2,3
আরে শূয়োর তোর নামের শেষে রহমান তা তুই বদলাস না কেন ইসলাম নিয়া এত চুলকায় আর ইসলামী নাম রাখার কারনে তোর চুলাকায় না,2,2,2,2,3
এইসব কাটমোললারে জুতা মারলেও লজ্জা হবেনা,2,2,2,2,3
এই সালার বোলিং এ্যাকশন অবৈধ ওকে নিষিদ্ধ করা উচিতমালাউন রেন্ডিয়ার খেলোয়ার না হলে অনেক আগে তারে আই সি সি নিষিদ্ধ করত,2,2,2,2,3
কাংলাদেশের মুসলিম দম আছে তো ভারতে করে দেখা তোদের গাড় ফাটিয়ে দেব,2,2,2,2,3
সালা মালাউনের বাচ্চা তর্ক না করে যা লতা পাতা দিয়ে ঘের দিয়ে টয়লেট বানা তোরাতো বেশিরভাগ মানুষ টয়লেটের অভাবে খোলা জায়গায় পায়খানা করোছ,2,2,2,2,3
মৃত্যু পর্যন্ত অপেক্ষা কর তখন বুঝতে পারবি আস্তিক নাকি নাস্তিক,2,2,2,2,3
হিন্দুকে কুতার মুতুন চুদছি,2,2,2,2,3
বকলম মুসলমানদের যতই বলা হয় আমি নাস্তিক এরা তত বেশি করে দুর্গা-কালিকে গালি দিবে,2,2,2,2,3
তোর প্রোফাইল পিকের ছবি প্রমান করে তুই একটা কুত্তার ঘরে জন্ম নিয়েছিস এই জন্যই এই রকম জানোয়ারের মতো চেহারা তোর শালা মালাউনের বাচ্চা মালাউন হিন্দু বেজন্মা,2,2,2,2,3
চালু হয়ে যাক মালাউনের উপর মাইর,2,2,2,2,3
রেন্ডিয়ার মালাউনদের বেশী করে হত্যা করা উচিত,2,2,2,2,3
মুসলমান দেশের মধ্যে ইরানে একমাএ সাহসী দেশ বাকীরা সবাই আবাল আর বাংলাদেশটো গাধার দল ভারতের মালাউনের কাছে বাস খায়,2,2,2,2,3
মালাউন পেচবুকে ই কথা বলিতে পারে আমাদের সামনে হিজরার মত থাকে এই রকম দুই একটা মালাউনের কারনে অন্য মালাউনে মারখায় বাড়ি ঘর হারায় মালাউন হুসিয়ার তোর কােনে তোর জাত বাইরা মরিবে মোসলমানদের বুকে নিচে থাকি মোসল মানদের গালি দেস বাইনচোদ এর পরিনাম কি হয় দখসনা তুই ঠিক হয়েযায় বাচিতে পারিবি,2,2,2,2,3
সালা কুত্তার বাচ্চাটাকে কি বলব আসলে মনে হয় এর জম্ন পরিচয় ভূল আছে তা না হলে এসব আবুল তাবুল কথা বলত না দেশে প্রতিদিন খুন আর খুন সারা দেশে রক্ত সুধু রক্ত তাদের সোনার ছেলেরা মালাউনের বাচ্চারা আর পুলিশ লীগ মিলে দেশে প্রতিদিন রক্তের বন্যা বয়ে দিচ্চে সে আবার নতুন করে রক্তের কথা বলতেছে আমি বুজতে পারছিনা আমার মনে হয় তারে জুতা আর ঝাড়ু ধোলাই দিলে ঠিক হয়ে যেত,2,2,2,2,3
এ মালাউনের মুখে জুতা মারেন সবাই,2,2,2,2,3
আল্লাহ ম্যাজিক এর মতো কাজ করে না আল্লাহ ভুয়া,2,2,2,2,3
মুসলিম ভাইরা চালিয়ে যান দিনতো এখন আপনাদের মালাউন বলে গালি দিবেন মুর্তি ভাঙবেন মন্দির ভাংবেন হিন্দুদের বারিতে আগুন দিবেন লুট করবেন সারিরিক ভাবে নির্জাতন করবেন আর কি বাকি আছে সেটা থাকলে করে ফেলেন কারন দেশটা আপনাদের একজন মন্ত্রী হয়ে পুরা জাতিকে মালাউন বলে গালি দিতে পারে আর দিনের মতো উজ্জ্বল সত্তটাকে মিত্থে বলতে পারে তখন এটাই প্রমান করে আমাদের সরকার আপনাদের সাথেই আছে সাথে আছে আমাদের মাননিয় প্রধান মন্ত্রীও,2,2,2,2,3
শুয়োরের বাচ্চা মুসলিমরা,2,2,2,2,3
কাঠমোল্লা জাকের নাইকের জুতার সমান মুল্য তোর নাই,2,2,2,2,3
গরুর মুতের পুজারি উলংগ নারীদের মূর্তির পূজারি,2,2,2,2,3
ইহুদিরা অনেক ভয়ংকর,2,2,2,2,3
নবি মাগি চুদার জম,2,2,2,2,3
মালাউন কা বাচ্চা কোয়ি নেহী আচ্চা যো ভী আচ্চা ও ভী শুয়ারের বাচ্চা,2,2,2,2,3
মুহম্মদ যখন বাচ্চা মেয়ে আয়েশাকে বিছানায় নিয়ে যায় (এটাকে আমি বিয়ে বলবো না) সেটা লুচ্চামি সেটা শিশুকামিতা সেটা ধর্ষণ,2,2,2,2,3
এই শালা মালাউনের বাচচ্চাবলে কি রে,2,2,2,2,3
সালা মালাউনের বাচ্চা রেন্ডিয়ার বাচ্চা কাদের ধর্ম এর সবাই যানে তোগো ধর্ম নেতা কৃষ্ন ঐ মাগির পোলায় তো জাতীয় চুচ্চা আবার তোরা করস যৌন পূজা তোগ ধর্ম নেতারা বলে নারী হচ্ছে ভোগের বস্তু তার মানে তোর মা বোনদের জায়গা ফাক সালা মালাউনের বাচ্চা,2,2,2,2,3
মালাউনেরা তো চোর একাতুরের পর বাংলাদেশর সব মুলবান সম্পদ চুরি করেছে রাতারাতি,2,2,2,2,3
মালাউনের গেষ্ঠি না খেললে ওদের ক্রিকেটের সর্বোচ্চ সংস্থা থেকে বহিষ্কার করা হউক,2,2,2,2,3
তোর বাড়িতে অপরিচিত মুসলিম ঢুকে পড়লে তুই কি করবি মোদী শেটাই করচ্ছে,2,2,2,2,3
তুই যদি কোনো মায়েরর গর্ভে জন্ম হইতে তাহলে এসব কথাবলতি না আসলে তুই একটা নষ্টা আর যারা নষ্টটা তাদের কে নষ্টরা চোদে আমাদের মত মানুষ না আর তরে কি চোদবো তুই তো হিজরা সালা মালাউন তর মারে চোদবো তর বোনরে চোদবো তরে ফুটকি মারবো মাগির ফুত গণেশ মালাউনের বাচ্চা,2,2,2,2,3
সারা পৃথিবী জুরে একটাই মালাউন দেশ ইন্ডিয়া যা গরুর মুত খায় আরে গরুর ঘরেত গরুচোরই জন্মায় না আরে শেরকা বাচ্চা হে পাকিস্তান ঔদের সাতে লাগতে গেলি এখন তো গরুর মুত কুকুরের মুত বিড়ালের মুত শুকরের মুত সব খেতে হবে তদের ডান্ডির বাচ্চারা বাঘের সাতে লাগতে যাও শিয়ালের বাচ্চা হইয়া মালাউনরা,2,2,2,2,3
মালাউনদের নাকে মুকে মাথায় পাছায় বুকে পিঠে সব জায়গায় গুলি কর,2,2,2,2,3
যতোদিন ভারতের চরিত্র না বদলাবে ততোদিন এদেশের মানুষ তাদের ঘৃনা করে যাবে মালাউনরা উপরে বন্ধুত্বের কথা বলে অথচ সুযোগ পেলেই বাংলাদেশর ক্ষতি করে পাকিস্তান আমাদের ক্ষতি করেছিল তারা আমাদের দেশের সম্পদ পশ্চিম পাকিস্তানে নিয়ে গেছিল আর ভারত আমাদের একটার পর একটা ক্ষতি করেই চলছে ওরা মুক্তি যুদ্ধের পর পাকিস্তানের ফেলে যাওয়া সকল সমরাস্ত্র নিয়ে গেছিল তিন বিঘা করিডোরে তারা অমানবিক ভাবে রাতে বন্ধ রাখার জন্য চিকিৎসার অভাবে আমার দেশের অসংখ নাগরিক প্রান হারিয়েছে ফারাক্কা দিয়ে আামার পদ্মা মরুভুমি বানিয়েছে ওরা তিস্,2,2,2,2,3
তোরা ত সব জানতা অতই জানতা ত হিন্দু দের কেন তারাছিস সালা মোল্লা,2,2,2,2,3
হযরত বৌদ্ধ শালা ছাগল,2,2,2,2,3
সানি তুমিতো বললে কোন ধর্ম বিরুধী না তাহলে দেখতে পাচ্ছি কুখ্যাত একটা ইসলাম বিরুধী,2,2,2,2,3
এরা মুসলিম স্টেট এ শুয়োরের মতো মুসলিম শোরের বাছা জম্ম দেবে আর অন্য জাগায় কাফের হত্যায় পাঠাবে,2,2,2,2,3
মালাউন কা বাচচা ঐ টা হািসনার বাংলা নয় পািকস্তান আর ঐটা পদ্মা নদী নয় পািকসতান আম েল ফারাক্কা চালু কর েত পার িছল তোর গো মাতারা,2,2,2,2,3
ইন্ডিয়ার হিন্দুরা শুন মুসলিমদের সাথে ভাল ব্যাবহার কর নাইলে কপালে দুঃখ আছে,2,2,2,2,3
কুত্তার বাচ্চা তোদেরকে এই জন্যই মালাউন বলে,2,2,2,2,3
মালাউনদের এই অধপতনে আমরা খুশি,2,2,2,2,3
কুত্তার বাচ্চা বাংলাদেশ সাম্প্রদায়িক দেশ সামনে আয় তোর সাম্প্রদায়িকতা তোর মায়ের,2,2,2,2,3
খেজুরে অনেক সেক্স তাই আরবিরা খেজুর খায়ে একের অধিক বিয়ে করে,2,2,2,2,3
ভারতীয় মাদার চুদ গোরে খালি পুটকি মারার দরকার এদেরকে আবার কিসের সাহায্য করছে সরকার সরকার কিছু খাইছে নাকি মালাউনরা দুনিয়ার সবচেয়ে নিকূষ্ট জাতি,2,2,2,2,3
মালাউনরা নগ্নতা ছাড়া আর কী বুঝে,2,2,2,2,3
মুহম্মদের আমলেও বাল্যবিবাহ প্রচলিত ছিল কিন্তু ৫৩ বছরের বুড়ার সাথে ৬ বছরের বাচ্চার বিয়ে কেউই ভাল চোখে দেখত না,2,2,2,2,3
খানকির পোলা তুই একটা শুওরের বাচ্চা আর তোর সাথে সব মালাউনের বাচ্চারা বাহাবা দেয়,2,2,2,2,3
এক নাস্তিকের সাথে আলাপ হচ্ছিল তিনিও এই মাথামোটা এই মোফাচ্ছিলের মত,2,2,2,2,3
দুর সালা মালায়ুন পাগল,2,2,2,2,3
এই মুসলিম দের আতি তারাতারি ভারত থেকে তারাতে হবে,2,2,2,2,3
ভালো আছি ভালো থাকবো মালাউনের জন্য টিকিট কাটবো মর মালাউনের বাচ্চা এবার তোদের পাছায় আগুন দে,2,2,2,2,3
মালাউন কাভি নেহি চাচ্চা,2,2,2,2,3
ভারত যখন বাংলাদেশের কাছে খেলায় পরাজিত হয় বাংলাদেশের কোটি মানুষের মুখে হাঁসি ফুটে আনোন্দ পায় খুশি হয় আর পাকিস্তান যদি ভারতকে ধ্বংস করে দেয় ঠিক তেমন খুশি হবে পুরা বাংলাদেশের জনগন পাকিস্তান এগিয় যাও ভরত মালাউনদের ধ্বংস করে দাও,2,2,2,2,3
সানিউর কুত্তার বাচ্চা তুর বোনেরে চুদমু তুর কান্দে ফালাইয়া তুর মাইরে চুদমো তুর বাবার কান্দে ফালাইয়া বান্দির বাচ্চা রেন্ডির সন্তান,2,2,2,2,3
মালাউন হিজলা দের মারা উচিৎ,2,2,2,2,3
এদের কাজ কাম বকাটের মতো মালাউনদের ঠাই নাই এ দুআারে এরা গলেপচে জাবে চিতার আগুনে তবুও বুজবে না নিজের ভালো কিসে,2,2,2,2,3
সব ইহুদীকে মেরেফেলা উচিৎ ছিল,2,2,2,2,3
টেন্ডু গাঙ্গু ধনি কলি রহিত পুরো ভারোত এসে পর তোদের সাথে খেলা হবে দেখি তোরা কতো করতে পারিস পরে দেখা জাবে শালা মালাউনের বাচ্চা মালাউন,2,2,2,2,3
পাগলে কি না কয় ছাগলে কি না খায় সালা মালাউনের বাচ্চা,2,2,2,2,3
এই জন্যই তোরা মালাউন জাতি পরের ভালো সহ্য হয়না তোদের,2,2,2,2,3
মুসলিম শুধু গালি দিতে পারে মারামারি কাটাকাটি করে,2,2,2,2,3
মালাউনের বাচ্চাদের না দেওয়াই ভাল,2,2,2,2,3
ইন্ডিয়ান হিন্দুগুলা আস্ত বেয়াদব উগ্র,2,2,2,2,3
ওরা মালাউনদের খুদকুড়ো খাওয়া মুক্ত মনা,2,2,2,2,3
ভারতের পাডা আর দামড়া ভিখারির বাচ্চারা এখানে ভিক্ষা চাইতে আসছে এই ভিখারিরা ভিক্ষা না পাইলে এখানে এরকম বলদের মত লাফালাফি করবে ভারতের এই ভিখারিগুলোকে দুই টাকা ভিক্ষা দেওয়া হোক গো মূত্র খাওয়া মালাউন বস্তির দেশে কিছু পায় না তাই আমাদের কাছে হাত পেতে টাকা নিতে আসছে রেন্ডিয়ার ভিখারিরা,2,2,2,2,3
তোর মাইয়ারে নিয়া আমি খেলমু এই পিচে আয় সালা মালাউন,2,2,2,2,3
মাদারচোদ হিন্দুরা ভয়ে ইন্ডিয়া তে পালিয়ে না এসে উচিৎ মুসলিমদের কচুকাটা করে দুনিয়া থেকে নির্মূল করে দেওয়া,2,2,2,2,3
বোকা ছেলে ভুল ভাল বচন দিস শিবই শ্রেষ্ঠ জানিস না,2,2,2,2,3
এই ইউসুফ মুল্লাটা ও ছাগল সবকিছুই কুরান থেকে আবিষ্কার,2,2,2,2,3
সালা তুই মালাউন তোদের হাতথেকে বাংলাকে পুনরুদ্ধার নাকরা পর্যন্ত তোদের বাড়াবাড়ি কমবেও না হিন্দু নির্যাতনও বন্ধ হবেনা,2,2,2,2,3
তোর মারে চুদে আকাশে তুলবো তোর বোনকে চুদে তোর বোনের ভোদার হাডডি ভাংমো তোর পিসিকে চুধে পানিতে নামাবো তোর মাসিকে চুদে গাছে তোলবো তোর গোষটিকে চুদে ভাজ লাগামো আমারে চিনিস আমি মালাউনদের চোদার মাষটার,2,2,2,2,3
মুহাম্মদ চুদাইলে তুমার কি তুমাকে ত চুদাই নাই তুমি অনলাইনে এত বগ বগ কর কেন,2,2,2,2,3
তোরা নিজেদের চরকায় তেল দে তোর মতো ছুচো বা চিকা একটা মলের কিট শান্তির( ইসলামের) কথা না বললেও চলবে,2,2,2,2,3
মালাউন দের কাজ দেখ,2,2,2,2,3
হিন্দু-বৌদ্ধ-খ্রিস্টানদের মধ্যে সমস্যা নেই অথচ দেখতে পাওয়া যাচ্ছে মুসলিমরাই কেবল সমস্যা সৃষ্টি করে চলেছে,2,2,2,2,3
ওই শালার পোলা মিথ্যে বলিস কেন বুদ্ধ ধর্মের উৎপত্তি কথ সালে আর ইসলাম ধর্মের উৎপত্তি কথ সালে না জেনে শুনে কথা বলিস কেন,2,2,2,2,3
তুই একটা সুবিধাবাদি তুই হিন্দু ও না আবার মুসলিম ও না তুই একটা নাস্তিক,2,2,2,2,3
সালা মালাউনের বাচ্চা বেশি কথা বলবি তর মা বোন কে চুদে খাল বানাব খানকির বাচ্চা,2,2,2,2,3
কাদা ছড়া ছুড়ি শুরু রাজনৈতিক ভাবে কে কতটা লাভবান হতে পারে তার প্রতিযোগীতা শুরু ফলাফল মালাউন খেয়ে গেলো জংগিবাদি মৌলবাদির জয় হলো,2,2,2,2,3
এদেশ আওয়ামী মালাউনদের দখলে এদেশ পরাধীন হতে আর বেশি দেরি নাই যারা এখনো বুঝ নাই তারাও বুঝবে খুব তারা তারি মুসলমান হইয়া মালাউন নির্বাচন কর মালাউনে পক্ষে জীবন উৎসর্গ কর আওয়ামীলীগ তোমগরে গোলাম বানাইয়া ছাড়বে দেখে নিও বলে গেলাম,2,2,2,2,3
ইংল্যান্ডের দেওয়া বাঁশটা হোগা থেকে আগে বের কর নাহলে বেঘোরে নির্ঘাৎ মারা পড়বি হালার পো হালা মালাউনের জাত,2,2,2,2,3
নডির পুতেরা সব যায়গায় ভেজাল লাগিয়ে রাখে আর খানকির পোলারা তেল মাজার কথা বলে মালাউন এর গুষ্টি মারি,2,2,2,2,3
যখন বাবরি মসজিদ ভাঙ্গা হলো সেই ওপারের সাম্প্রদায়িকতার ঢেউ এপার বাংলার অাকাশে বাতাসেও যেন বইছিলো মোদ্দাকথা অামাক সিকুয়েশন করতে হবে ওপারের ভাইদের উপর অাক্রমণ হইবো অার অামরা বসে বসে থাকুম নাকি এপারের মালাউনদের উপর তাই হামলা করে তখন বাবরি মসজিদ ভাঙ্গার প্রতিশোধ নেওয়া হলো পৃথিবীর মধ্যে অামাগো শান্তিপ্রিয় ভাইয়েরাই বুঝি এমন এক জাত যারা পজেটিভ দিকের সিকুয়েশন করতে পারুক বা না পারুক এসব নেগেটিভ দিক যেটা দেশের ভাবমূর্তি নষ্ট করে যা থেকে অামাদের ভাল কিছুই শেখার নেই এরা সেটার সিকুয়েশন করে এক অাখলা,2,2,2,2,3
আমিও এর তীব্র নিন্দা জানাই বার্মার রোহিঙ্গা নির্যাতনে একই ধর্মানুসারী বলেই বাংলার মুসলিমরা এই বিষয়ে সরব থাকবে বিশেষ করে মিডিয়া গুলো যদি একটু নিরপেক্ষ মানবিক বিবেক দিয়ে ভাবে তাহলে সহজে উপলব্ধি করত যে নিয়মিত যে হারে বাংলাদেশে সংখ্যালঘু নির্যাতন পীড়ন হত্যা গুম হয় তা বার্মার রোহিঙ্গাদের থেকেও গড়ানুপাতে বেশী তখন তো ঈমানবাদীরা মালাউন নিয়ে টু শব্দও করে না বরং ভাবে মালাউন নিধন বা এতে অংশগ্রহন করা বড়মাপের সোহাফ আঁখির রাতে টি হুর প্রাপ্তি নিশ্চিত হয় যদি বাংলাদেশে মুসলিমরা সংখ্যালঘু নির্যাতন করে,2,2,2,2,3
তর মতন হারামি প্রধানমনএীর দিকে না দেখে রাসতার নেড়িকুওীর দিকে চাইলে মনে শান্তি লাগে মিয়ানমারের মুসলিমদের হত্যা নিরযাতন করছে তর কোন বকতব্য নাই আর যদিতর মদি বয়ফ্রেন্ডের জাতি মালাউনদের হত্যা করত তাহলে দেশের সেনাবাহিনিকে যুদ্বের জন্য প্রস্তত থাকার নিরদেশ দিত,2,2,2,2,3
ঐ মালাউনের বাচ্চাকে খালী মাঠে ছেড়ে দেওয়া হউক তার বিচার জনগণ করবে,2,2,2,2,3
বার্মার এত মুসলিমকে হত্যা করছে বাংলাদেশের একটা মালাউন একটু দুুংখ প্রকাশ ও করলনা তাদের জন্য আমাদের দেশের সুশীল রা কাঁদিয়া মরে যাই,2,2,2,2,3
জারজ মালাউনদের বিরুদ্ধে ঐক্যবদ্ধ জিহাদ এখন সময়ের দাবী রাব্বুল আলামীন ভাইদের শাহাদাত কবুল করুন,2,2,2,2,3
মুসলিম নাম - ইসলাম বিরোধী শব্দ নিঃসন্দেহে মা ছিলেন একজন বেশ্যা যিনি সঠিকভাবে শিক্ষা দিতে পারেননি,2,2,2,2,3
এটা মনেহয় কোন হিন্দু মালাউনদে কাজ হবে দেখা যাক দুই এক দিনের মদ্ধ্যেই জানা যাবে এতো বড় ধর্মের কাজ কোন মালাউনকরেছে তবে একটা কথা যে এই কাজ করেছে সে কিন্তু একটা মালাউনের জাত,2,2,2,2,3
সালা মালাউন তোর মারে চুদি,2,2,2,2,3
মুস্লিম জাতি ই হইছে মূর্খের বাল নাস্তিকের উত্তর আর কি দিবো,2,2,2,2,3
খানকির পোলা হিন্দুদের ধর্মের প্রতি দরদ নাই মুসলমানের আছে তুই ধর্মের কি বুজস,2,2,2,2,3
বেজন্মামিডিয়া মালাউনের পক্ষ নিয়া পাকিস্তানের বালও ছিড়তে পারবেনা মালাউনরা মুত খাওয়ার জাত মুতের কোনো ভিটামিন নাই,2,2,2,2,3
মায়ানমারে যেভাবে মুসলিমদেরকে বিতারিত করতেছে ঠিক সেই ভাবে এদেশ থেকে হিন্দু নামক মালাউনদের কে বিতারিত করা উচিত,2,2,2,2,3
তোদের সমস্যা কি মালাউনের দল,2,2,2,2,3
আজ থেকে বছর আগে আমিনুল ইসলাম বুলবুল একাই তোদের সাথে রান করেছিল তখন তো তুই নিজেই দলে ছিলে শালা মালাউন গাঁজা বেশি খাইছে,2,2,2,2,3
ভারত কোন হিন্দুদের তাড়াচ্ছে না তাড়াচ্ছে মুসলিম জেহাদি মোল্লাদের,2,2,2,2,3
মুসলিন জাতি বেইমান এবং জেহাদি ছিল আছে থাকবে,2,2,2,2,3
হিন্দু হয়ে সুসলমান সেজে কথা বলিস তর মা গরুর চুদা খেয়ে তোকে জন্ম দিছে এটা সত্য না কি মিথ্যে আগে বল,2,2,2,2,3
শুধু আসাম না পশ্চিমবঙ্গ থেকে ও এই জেহাদি মুসলমানদের খেদানো হবে,2,2,2,2,3
দেলোয়ার ভারতের মালাউন দের পেসাব খেয়ে বাংলাদেশ পাকিস্তান বেচে আছে বড়ো কথা বলিস কেন লজ্জা লাগে না,2,2,2,2,3
শুয়োর গুলো কাদা ময়লার সমান কোরান ছাড়া কিছুই বোঝে না,2,2,2,2,3
ওরে মাগীর পোলা ইরানের কাছে তোরা শত কোটি ডলার ঋনী হয়ে আছিস আর মোইদ্দা ছিনালের বেটা ইরানি প্রেসিডেন্টর পা ধরে সময় বাড়িয়ে এনেছে,2,2,2,2,3
তোরা বড় জানোয়ার আমরা আগে থেকে জানি দেখেছি সেই কাশ্মীরের মা বোনদের কান্না আজ যদি কোন হিন্দু রাষ্ট্র হতে তাহলে দিনের মধ্যে ভারত গিয়ে নাক গলাত মালাউনদের কখন ও বিশ্বাস করতে নাই আর,2,2,2,2,3
তুমি সহ তোমার এই গ্রুপ মনে হয় ইহুদী তাই তোমাদের এমন আহ্বান কারণ কোন সত্যিকারের মুসলিম কোন মুসলিমকে ভালো কোন কাজ থেকে বিরত থাকার আহ্বান জানায়না বুঝেছ মালাউনের জাত,2,2,2,2,3
এই মালাউনরে গুলি করো কেউ,2,2,2,2,3
এই বজ্জাত মহিলার সাথে সাথে জাতিসংঘ মহাসচিবের ও পদত্যাগ করা উচিত বলে মনে করি কেন বার্মা কে করা হচ্ছে না তোমাদের মতো মালাউনের বাচ্চারা তো চাও যে মুসলমানরা শেষ হয়ে যাক অপেক্ষা করো ইমাম মেহেদী আর ঈসা আঃ খুব তাড়াতাড়ি আসতেছে তোদের কে জাহান্নামে পাঠানোর জন্য,2,2,2,2,3
ইসলাম মানে অশান্তি ধর্ম,2,2,2,2,3
নিউজ দেখে কিছুই বলার নাই শুধু হতবাক হই আমাদের নিরীহ মুসলিমদের মেরে শেষ করে দিচ্ছে তাতে কোন শোক নাই মাথা ব্যথা নাই অথচ মালাউনদের জন্য উনার শোক হয় আবার উনি নিজেকে মুসলিম দাবি করে ছিঃ ছিঃ ছিঃ হাসিনা,2,2,2,2,3
হিন্দু মানে অশান্তির ধর্ম তারাই মুসলমানদেরকে নির্যাতিত করছে,2,2,2,2,3
মালাউনের জাত ডান্ডি মানেই ভীতু,2,2,2,2,3
তর মায়রে চুদি মালাউনের বাচ্চা বাংলাদেশ কি করবে আর কি করবে না সেটা তোরা বলার কে তোদের কারনে বাংলাদেশ ধংশের দিকে যাচ্ছে,2,2,2,2,3
নাস্তিক দের বোকার মত যুক্তি শুনলে আমার ইমান টা আরো মজবুত হয়,2,2,2,2,3
ছায়েদুল হক বলেন মালাউনের বাচ্চারা বিষয়টি নিয়ে বাড়াবাড়ি করছে আর এ ঘটনাকে ফুলিয়ে ফাঁপিয়ে প্রচার করে অতিরঞ্জিত করেছে সাংবাদিকরা অথচ ঘটনা কিছুই নয়,2,2,2,2,3
দেশের মানুষ কি এতই মূর্খ যেখানে মালাউনের বাচ্চারাআমরা সারাক্ষন নিজেদের নিরাপত্তা নিয়ে সংশয় সেখানে কিভাবে শিমুল গাছে গা চুলকাতে যাই যেখানে গা থেকে রক্ত বের হওয়ার সম্ভাবনা থাকে না এটা ভন্ডবাদী ঐ ধর্মভিরুদের চক্রান্ত ছাড়া আর কিছুই নয়,2,2,2,2,3
তোগ রেন্ডিয়ারে থুথু ছিটায় সবাই গো মূত্র মালু দেশ কি করছোছ এটা জানে ব্রিটিশ রা তোগ রে ভিক্ষা দান করছিল রেন্ঠিয়ারে কারন তারা জানে তোরা যে ভিখারির বাচ্চা মালাউন আর গো মূত্র খাওয়া মালুর ভিখারিরা কথা আর যুক্তি দিয়ে পেরে না উঠলি যে দামড়ার মত হাম্বা হাম্বা করবি এটা সবাই জানে,2,2,2,2,3
মালাউন কথা ঠিককরেবল তোদের বাবা হচ্ছে পাকিস্তানেরা দেখিসনা তোদের খমোতানাই পাকিস্তানের সাথে যুদ্ধ করার,2,2,2,2,3
মালাউন খানকির পোলা শুন রেন্ডিয়া হলো বেশ্যার দেশ যা জাতিসংঘের দ্বারা স্বীকৃত,2,2,2,2,3
প্রথমে তুই ধ্বংস হবে তুই দাঁড়িওয়ালা পাঁঠাদের উস্তাদ তর নিজেরও দাড়ি আছে সালা মালাউন ফেরাউন,2,2,2,2,3
চুদি আৱবেৱ ধমঁ,2,2,2,2,3
ইহুদী নাচারাদের দেশে বসে ইসলামের বিরুদ্ধে অনেক বড বড় কথা বলা যায়,2,2,2,2,3
হিন্দু উল্লেখ করতে কি লজ্জা লাগে মালাউনরা যা বার বেড়েছে,2,2,2,2,3
আগে বল তুই কই তুই আসলে মুসলমানের সন্তান না,2,2,2,2,3
আরে জানোয়ার তুই ইসলামকে ঘীনা করিছ তা হলে তোর নামের সাথে কেন এখন পোরজনত ইসলাম লাগানো আছে,2,2,2,2,3
